CONTRACT_D,PREVIOUS_S,OPEN_PRICE,HIGH_PRICE,LOW_PRICE,CLOSE_PRIC,SETTLEMENT,NET_CHANGE,OI_NO_CON,TRADED_QUA,TRD_NO_CON,TRADED_VAL
FUTSTKTATACHEM25-JAN-2023,940.6500000,943.3000000,949.7000000,935.0500000,947.6000000,947.6000000,0.7300000,14278.0000000,1316500.0000000,2633.0000000,1242560775.0000000
FUTSTKTATAPOWER29-MAR-2023,212.0000000,212.5000000,216.2000000,212.5000000,215.9500000,215.9500000,1.8600000,25.0000000,94500.0000000,28.0000000,20287462.5000000
FUTSTKLICHSGFIN29-MAR-2023,421.2500000,429.4000000,429.4000000,429.4000000,429.4000000,429.4000000,1.9300000,1.0000000,2000.0000000,1.0000000,858800.0000000
FUTSTKBAJAJ-AUTO29-MAR-2023,3677.8500000,0.0000000,0.0000000,0.0000000,,3632.3500000,-1.2300000,0.0000000,0.0000000,0.0000000,0.0000000
FUTSTKSUNPHARMA29-MAR-2023,1018.5500000,999.0000000,1006.5000000,996.4500000,1006.5000000,1013.2500000,-0.5200000,8.0000000,3500.0000000,5.0000000,3497480.0000000
FUTSTKSHREECEM23-FEB-2023,23050.6000000,22984.1500000,23191.4000000,22800.0000000,23091.6500000,23091.6500000,0.1700000,105.0000000,925.0000000,37.0000000,21291010.0000000
FUTSTKGODREJPROP25-JAN-2023,1232.5500000,1232.7500000,1246.6500000,1221.1000000,1242.6500000,1242.6500000,0.8100000,9152.0000000,537625.0000000,1265.0000000,665122577.5000000
FUTSTKATUL25-JAN-2023,8256.6000000,8310.7500000,8325.0000000,8182.3000000,8219.4000000,8219.4000000,-0.4500000,1276.0000000,27300.0000000,364.0000000,225112042.5000000
FUTSTKBIOCON29-MAR-2023,266.8000000,263.9500000,268.2000000,263.2000000,268.1000000,268.1000000,0.4800000,12.0000000,25300.0000000,11.0000000,6704845.0000000
FUTSTKNATIONALUM25-JAN-2023,81.0000000,81.3500000,84.8500000,81.2500000,84.2500000,84.2500000,4.0100000,9223.0000000,36037500.0000000,4805.0000000,3010990125.0000000
FUTSTKMCX25-JAN-2023,1562.2000000,1510.1500000,1510.1500000,1444.8000000,1463.7000000,1463.7000000,-6.3000000,4737.0000000,1624000.0000000,4060.0000000,2386427140.0000000
FUTSTKRBLBANK25-JAN-2023,180.2500000,181.4500000,183.4000000,179.2000000,182.5000000,182.5000000,1.2400000,6731.0000000,14355000.0000000,2871.0000000,2609013000.0000000
FUTSTKPVR29-MAR-2023,1749.4500000,1749.0000000,1749.0000000,1749.0000000,1749.0000000,1754.5500000,0.2900000,1.0000000,407.0000000,1.0000000,711843.0000000
FUTSTKLUPIN25-JAN-2023,737.5000000,737.0000000,739.5000000,725.9500000,736.6500000,736.6500000,-0.1100000,7239.0000000,842350.0000000,991.0000000,617848382.5000000
FUTSTKTATACOMM23-FEB-2023,1285.8000000,1332.0500000,1342.2500000,1300.0000000,1328.4000000,1328.4000000,3.3100000,79.0000000,78500.0000000,157.0000000,103837700.0000000
FUTSTKCANFINHOME29-MAR-2023,542.1000000,0.0000000,0.0000000,0.0000000,,555.2500000,2.4200000,1.0000000,0.0000000,0.0000000,0.0000000
FUTSTKMCX23-FEB-2023,1570.0000000,1499.9000000,1499.9000000,1460.0000000,1470.6000000,1470.6000000,-6.3300000,66.0000000,28400.0000000,71.0000000,41891060.0000000
FUTSTKBHEL25-JAN-2023,79.5000000,80.8000000,81.8500000,79.5000000,80.6000000,80.6000000,1.3800000,9118.0000000,32046000.0000000,3052.0000000,2586523275.0000000
FUTSTKSBICARD23-FEB-2023,804.0500000,802.1000000,805.5500000,802.0000000,802.4500000,802.4500000,-0.1900000,146.0000000,72800.0000000,91.0000000,58423120.0000000
FUTSTKKOTAKBANK23-FEB-2023,1848.9500000,1843.4500000,1854.0000000,1839.9000000,1848.2500000,1848.2500000,-0.0300000,884.0000000,36800.0000000,92.0000000,68001500.0000000
FUTSTKTATASTEEL23-FEB-2023,114.1000000,115.3000000,120.9000000,115.2000000,120.5500000,120.5500000,5.6500000,1066.0000000,8519500.0000000,1549.0000000,1014005025.0000000
FUTSTKCANFINHOME25-JAN-2023,537.8000000,538.9000000,554.4500000,538.6500000,550.0500000,550.0500000,2.2700000,4146.0000000,1362075.0000000,1397.0000000,745360785.0000000
FUTSTKAPOLLOHOSP29-MAR-2023,4554.1500000,0.0000000,0.0000000,0.0000000,,4524.9000000,-0.6400000,3.0000000,0.0000000,0.0000000,0.0000000
FUTIDXBANKNIFTY23-FEB-2023,43306.7500000,43016.3500000,43688.0000000,43016.3000000,43564.1500000,43564.1500000,0.5900000,7186.0000000,118650.0000000,4746.0000000,5165334721.2500000
FUTSTKABFRL25-JAN-2023,289.4000000,289.4000000,291.2000000,285.2000000,287.7000000,287.7000000,-0.5800000,4630.0000000,2977000.0000000,1145.0000000,857162800.0000000
FUTSTKBHEL23-FEB-2023,80.0500000,80.3000000,82.3000000,80.1000000,80.9000000,80.9000000,1.0600000,371.0000000,3864000.0000000,368.0000000,313817700.0000000
FUTSTKBRITANNIA23-FEB-2023,4358.1000000,4386.6500000,4394.4500000,4330.0000000,4344.0000000,4344.0000000,-0.3200000,107.0000000,12000.0000000,60.0000000,52250800.0000000
FUTSTKLTTS29-MAR-2023,3746.5500000,3724.0500000,3724.0500000,3724.0500000,3724.0500000,3784.2500000,1.0000000,3.0000000,200.0000000,1.0000000,744810.0000000
FUTSTKCOROMANDEL23-FEB-2023,895.6000000,900.5000000,904.9500000,890.4500000,903.6000000,903.6000000,0.8900000,83.0000000,19600.0000000,28.0000000,17597510.0000000
FUTSTKASHOKLEY25-JAN-2023,144.3500000,147.9000000,149.9500000,146.0500000,149.6500000,149.6500000,3.6700000,12661.0000000,28875000.0000000,5775.0000000,4279579250.0000000
FUTSTKTATAPOWER23-FEB-2023,210.6000000,212.0000000,214.8000000,211.0000000,214.5500000,214.5500000,1.8700000,1033.0000000,1204875.0000000,357.0000000,257234737.5000000
FUTSTKGAIL29-MAR-2023,97.7000000,0.0000000,0.0000000,0.0000000,,98.2000000,0.5100000,0.0000000,0.0000000,0.0000000,0.0000000
FUTSTKSUNTV29-MAR-2023,495.0000000,0.0000000,0.0000000,0.0000000,,496.4000000,0.2800000,0.0000000,0.0000000,0.0000000,0.0000000
FUTSTKTATAMOTORS25-JAN-2023,390.1500000,399.0000000,399.0000000,392.7000000,397.0000000,397.0000000,1.7500000,51512.0000000,15733425.0000000,11041.0000000,6233184768.7500000
FUTSTKTATAPOWER25-JAN-2023,209.1000000,209.2000000,213.5500000,209.2000000,213.1500000,213.1500000,1.9300000,30743.0000000,14593500.0000000,4324.0000000,3091370062.5000000
FUTSTKMCX29-MAR-2023,1580.7500000,1475.0000000,1480.0000000,1475.0000000,1480.0000000,1481.4500000,-6.2800000,2.0000000,800.0000000,2.0000000,1182000.0000000
FUTSTKWHIRLPOOL23-FEB-2023,1512.9000000,1504.9500000,1510.0500000,1504.9500000,1510.0500000,1510.7500000,-0.1400000,26.0000000,1050.0000000,3.0000000,1583767.5000000
FUTSTKBATAINDIA23-FEB-2023,1670.9000000,1667.5000000,1671.5500000,1660.0000000,1670.6500000,1670.6500000,-0.0100000,157.0000000,9625.0000000,35.0000000,16037175.0000000
FUTIDXMIDCPNIFTY03-JAN-2023,7186.3500000,0.0000000,0.0000000,0.0000000,,7214.0000000,0.3800000,0.0000000,0.0000000,0.0000000,0.0000000
FUTSTKDLF23-FEB-2023,379.2500000,380.4000000,386.5500000,379.7500000,385.0500000,385.0500000,1.5200000,215.0000000,366300.0000000,222.0000000,140611845.0000000
